audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
v4_paper1000_mixed_blind1000-00601,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00602,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00603,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00604,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00605,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00606,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00607,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00608,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00609,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00610,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00611,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00612,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00613,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00614,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00615,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00616,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00617,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00618,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00619,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00620,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00621,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00622,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00623,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00624,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00625,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00626,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00627,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00628,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00629,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00630,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00631,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00632,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00633,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00634,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00635,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00636,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00637,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00638,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00639,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00640,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00641,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00642,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00643,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00644,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00645,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00646,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00647,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00648,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00649,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00650,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00651,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00652,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00653,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00654,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00655,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00656,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00657,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00658,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00659,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00660,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00661,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00662,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00663,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00664,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00665,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00666,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00667,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00668,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00669,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00670,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00671,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00672,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00673,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00674,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00675,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00676,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00677,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00678,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00679,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00680,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00681,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00682,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00683,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00684,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00685,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00686,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00687,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00688,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00689,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00690,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00691,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00692,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00693,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00694,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00695,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00696,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00697,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00698,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00699,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00700,copenlu/fever_gold_evidence,auditor1,,,,,
